usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Blood Glucose Regulators,Antidiabetic Agents,Saxagliptin,DG00119,Saxagliptin,D08996,(INN)
Blood Glucose Regulators,Antidiabetic Agents,Saxagliptin,DG00119,Saxagliptin hydrate,D09753,(JAN/USAN)
Blood Glucose Regulators,Antidiabetic Agents,Saxagliptin,DG00119,Saxagliptin hydrochloride,D10262,
Blood Glucose Regulators,Antidiabetic Agents,Sitagliptin,DG00118,Sitagliptin,D08516,(Prop.INN)
Blood Glucose Regulators,Antidiabetic Agents,Sitagliptin,DG00118,Sitagliptin phosphate,D06645,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,Bromocriptine,DG00452,Bromocriptine,D03165,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,Bromocriptine,DG00452,Bromocriptine mesylate,D00780,(USP)
Blood Glucose Regulators,Antidiabetic Agents,Exenatide,,Exenatide,D04121,(JAN/USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,Liraglutide,,Liraglutide,D06404,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,Nateglinide,,Nateglinide,D01111,(JP17/USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,Repaglinide,,Repaglinide,D00594,(JAN/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Canagliflozin,,Canagliflozin,D09592,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,Chlorpropamide,,Chlorpropamide,D00271,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Glimepiride,,Glimepiride,D00593,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Glipizide,,Glipizide,D00335,(USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Glyburide,,Glyburide,D00336,(USP)
Blood Glucose Regulators,Antidiabetic Agents,Tolazamide,,Tolazamide,D00379,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Tolbutamide,DG00115,Tolbutamide,D00380,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,Tolbutamide,DG00115,"Tolbutamide sodium, sterile",D06177,
Blood Glucose Regulators,Antidiabetic Agents,Pioglitazone,DG00117,Pioglitazone,D08378,(INN)
Blood Glucose Regulators,Antidiabetic Agents,Pioglitazone,DG00117,Pioglitazone hydrochloride,D00945,(JP17/USP)
Blood Glucose Regulators,Antidiabetic Agents,Rosiglitazone,DG00116,Rosiglitazone,D08491,(INN)
Blood Glucose Regulators,Antidiabetic Agents,Rosiglitazone,DG00116,Rosiglitazone maleate,D00596,(JAN/USAN)
Blood Glucose Regulators,Glycemic Agents,Diazoxide,,Diazoxide,D00294,(JAN/USP/INN)
Blood Glucose Regulators,Glycemic Agents,Glucagon,DG00511,Glucagon,D00116,(JAN/USP/INN)
Blood Glucose Regulators,Glycemic Agents,Glucagon,DG00511,Glucagon hydrochloride,D02118,
Blood Glucose Regulators,Insulins,Insulin aspart,,Insulin aspart,D04475,(USAN/INN)
Blood Glucose Regulators,Insulins,Insulin glulisine,,Insulin glulisine,D04540,(USAN/INN)
Blood Glucose Regulators,Insulins,Insulin lispro,,Insulin lispro,D04477,(USP/INN)
Blood Glucose Regulators,Insulins,Insulin human (regular),,Insulin human,D03230,(USP/INN)
Blood Glucose Regulators,Insulins,Isophane insulin (human),,"Insulin human, isophane",D04541,(USP)
Blood Glucose Regulators,Insulins,Isophane insulin (human),,"Insulin, isophane",D04547,(USP)
Blood Glucose Regulators,Insulins,Insulin detemir,,Insulin detemir,D04539,(USAN/INN)
Blood Glucose Regulators,Insulins,Insulin glargine,,Insulin glargine,D03250,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Dabigatran,DG00164,Dabigatran,D09707,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Dabigatran,DG00164,Dabigatran etexilate,D07144,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Dabigatran,DG00164,Dabigatran etexilate mesylate,D07082,(USAN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Apixaban,,Apixaban,D03213,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Rivaroxaban,,Rivaroxaban,D07086,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Fondaparinux,,Fondaparinux sodium,D01844,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Dalteparin,,Dalteparin sodium,D03353,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Enoxaparin,,Enoxaparin sodium,D03674,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Warfarin,DG00149,Warfarin,D08682,(INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Warfarin,DG00149,Warfarin sodium,D00564,(USP)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,Warfarin,DG00149,Warfarin potassium,D01280,(JP17)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Filgrastim,,Filgrastim,D03235,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Pegfilgrastim,,Pegfilgrastim,D06889,(JAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Sargramostim,,Sargramostim,D05803,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Darbepoetin alfa,,Darbepoetin alfa,D03651,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Epoetin alfa,,Epoetin alfa,D03231,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Anagrelide,DG00727,Anagrelide,D07455,(INN/BAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Anagrelide,DG00727,Anagrelide hydrochloride,D02933,(USAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Anagrelide,DG00727,Anagrelide hydrochloride hydrate,D10255,(JAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Eltrombopag olamine,,Eltrombopag olamine,D03978,(JAN/USAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Romiplostim,,Romiplostim,D08990,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,Plerixafor,,Plerixafor,D08971,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Coagulants,Tranexamic acid,,Tranexamic acid,D01136,(JP17/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Clopidogrel,DG00155,Clopidogrel,D07729,(USP/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Clopidogrel,DG00155,Clopidogrel bisulfate,D00769,(USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Prasugrel,,Prasugrel hydrochloride,D05597,(JAN/USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Ticlopidine,DG00156,Ticlopidine,D08594,(INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Ticlopidine,DG00156,Ticlopidine hydrochloride,D01028,(JP17/USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Ticagrelor,,Ticagrelor,D09017,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Dipyridamole,,Dipyridamole,D00302,(JP17/USP/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,Cilostazol,,Cilostazol,D01896,(JP17/USAN/INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Clonidine,DG00249,Clonidine,D00281,(JAN/USP/INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Clonidine,DG00249,Clonidine hydrochloride,D00604,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,Guanfacine,DG00250,Guanfacine,D08031,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Guanfacine,DG00250,Guanfacine hydrochloride,D00606,(JAN/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,Methyldopa,DG00248,Methyldopa,D08205,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Methyldopa,DG00248,Methyldopa,D00405,(USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,Methyldopate,,Methyldopate hydrochloride,D04997,(USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,Midodrine,DG00224,Midodrine,D08220,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Midodrine,DG00224,Midodrine hydrochloride,D01307,(JAN/USAN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Phenylephrine,DG00215,Phenylephrine,D08365,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,Phenylephrine,DG00215,Phenylephrine hydrochloride,D00511,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,Phenylephrine,DG00215,Phenylephrine tartrate,D08366,
Cardiovascular Agents,Alpha-adrenergic Agonists,Phenylephrine,DG00215,Phenylephrine bitartrate,D08966,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Doxazosin,DG00256,Doxazosin,D07874,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Doxazosin,DG00256,Doxazosin mesylate,D00608,(USAN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Phenoxybenzamine,DG00285,Phenoxybenzamine,D08358,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Phenoxybenzamine,DG00285,Phenoxybenzamine hydrochloride,D00507,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Prazosin,DG00253,Prazosin,D08411,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Prazosin,DG00253,Prazosin hydrochloride,D00609,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Terazosin,DG00491,Terazosin,D08569,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Terazosin,DG00491,Terazosin hydrochloride,D00610,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Benazepril,DG00339,Benazepril,D07499,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Benazepril,DG00339,Benazepril hydrochloride,D00620,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Captopril,,Captopril,D00251,(JP17/USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Enalapril,DG00335,Enalapril,D07892,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Enalapril,DG00335,Enalapril maleate,D00621,(JP17/USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Fosinopril,DG00341,Fosinopril,D07992,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Fosinopril,DG00341,Fosinopril sodium,D00622,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Lisinopril,DG00336,Lisinopril,D08131,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Lisinopril,DG00336,Lisinopril,D00362,(USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Moexipril,DG00344,Moexipril,D08225,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Moexipril,DG00344,Moexipril hydrochloride,D00623,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Perindopril,DG00337,Perindopril,D03753,(USAN/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Perindopril,DG00337,Perindopril erbumine,D00624,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Quinapril,DG00338,Quinapril,D03752,(USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Quinapril,DG00338,Quinapril hydrochloride,D00459,(JP17/USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Ramipril,,Ramipril,D00421,(USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Trandolapril,,Trandolapril,D00383,(JAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Azilsartan,DG00351,Azilsartan,D08864,(JAN/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Azilsartan,DG00351,Azilsartan medoxomil,D08067,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Azilsartan,DG00351,Azilsartan kamedoxomil,D08865,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Candesartan,DG00350,Candesartan,D00522,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Candesartan,DG00350,Candesartan cilexetil,D00626,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Eprosartan,DG00349,Eprosartan,D04040,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Eprosartan,DG00349,Eprosartan mesylate,D02082,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Irbesartan,,Irbesartan,D00523,(JP17/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Losartan,DG00348,Losartan,D08146,(INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Losartan,DG00348,Losartan potassium,D00357,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Olmesartan,DG01544,Olmesartan,D05246,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Olmesartan,DG01544,Olmesartan medoxomil,D01204,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Telmisartan,,Telmisartan,D00627,(JP17/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Valsartan,,Valsartan,D00400,(JP17/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,Amiodarone,DG00204,Amiodarone,D02910,(USAN/INN)
Cardiovascular Agents,Antiarrhythmics,Amiodarone,DG00204,Amiodarone hydrochloride,D00636,(JP17/USAN)
Cardiovascular Agents,Antiarrhythmics,Disopyramide,DG00194,Disopyramide,D00303,(JP17/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,Disopyramide,DG00194,Disopyramide phosphate,D00637,(JAN/USP)
Cardiovascular Agents,Antiarrhythmics,Dofetilide,,Dofetilide,D00647,(JAN/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,Dronedarone,DG00207,Dronedarone,D02537,(INN)
Cardiovascular Agents,Antiarrhythmics,Dronedarone,DG00207,Dronedarone hydrochloride,D03914,(USAN)
Cardiovascular Agents,Antiarrhythmics,Flecainide,DG00201,Flecainide,D07962,(INN)
Cardiovascular Agents,Antiarrhythmics,Flecainide,DG00201,Flecainide acetate,D00638,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,Mexiletine,DG00197,Mexiletine,D08215,(INN)
Cardiovascular Agents,Antiarrhythmics,Mexiletine,DG00197,Mexiletine hydrochloride,D00639,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,Procainamide,DG00193,Procainamide,D08421,(INN)
Cardiovascular Agents,Antiarrhythmics,Procainamide,DG00193,Procainamide hydrochloride,D00477,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,Propafenone,DG00200,Propafenone,D08435,(INN)
Cardiovascular Agents,Antiarrhythmics,Propafenone,DG00200,Propafenone hydrochloride,D00640,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,Quinidine,DG00192,Quinidine,D08458,(BAN)
Cardiovascular Agents,Antiarrhythmics,Quinidine,DG00192,Quinidine gluconate,D00642,(USP)
Cardiovascular Agents,Antiarrhythmics,Quinidine,DG00192,Quinidine polygalacturonate,D00643,
Cardiovascular Agents,Antiarrhythmics,Quinidine,DG00192,Quinidine sulfate,D02272,(USP)
Cardiovascular Agents,Antiarrhythmics,Quinidine,DG00192,Quinidine phenylethylbarbiturate,D08459,
Cardiovascular Agents,Antiarrhythmics,Sotalol,DG00307,Sotalol,D08525,(INN)
Cardiovascular Agents,Antiarrhythmics,Sotalol,DG00307,Sotalol hydrochloride,D01026,(JAN/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Acebutolol,DG00314,Acebutolol,D02338,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Acebutolol,DG00314,Acebutolol hydrochloride,D00597,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Atenolol,,Atenolol,D00235,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Betaxolol,DG00315,Betaxolol,D07526,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Betaxolol,DG00315,Betaxolol hydrochloride,D00598,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Bisoprolol,DG00316,Bisoprolol,D02342,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Bisoprolol,DG00316,Bisoprolol fumarate,D00634,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Carvedilol,DG00321,Carvedilol,D00255,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Carvedilol,DG00321,Carvedilol phosphate,D03415,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Labetalol,DG00320,Labetalol,D08106,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Labetalol,DG00320,Labetalol hydrochloride,D00600,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol,DG00313,Metoprolol,D02358,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol,DG00313,Metoprolol tartrate,D00601,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol,DG00313,Metoprolol succinate,D00635,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol,DG00313,Metoprolol fumarate,D05011,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Nadolol,,Nadolol,D00432,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Nebivolol,DG00319,Nebivolol,D05127,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Nebivolol,DG00319,Nebivolol hydrochloride,D06622,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Penbutolol,DG00312,Penbutolol,D08074,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Penbutolol,DG00312,Penbutolol sulfate,D00602,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Pindolol,,Pindolol,D00513,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Propranolol,DG00305,Propranolol,D08443,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Propranolol,DG00305,Propranolol hydrochloride,D00483,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Timolol,DG00306,Timolol,D08600,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Timolol,DG00306,Timolol,D00378,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Timolol,DG00306,Timolol maleate,D00603,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,Amlodipine,DG00322,Amlodipine,D07450,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Amlodipine,DG00322,Amlodipine besylate,D00615,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Amlodipine,DG00322,Amlodipine maleate,D02914,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Felodipine,,Felodipine,D00319,(JAN/USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Isradipine,,Isradipine,D00349,(USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Nicardipine,DG00323,Nicardipine,D08270,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Nicardipine,DG00323,Nicardipine hydrochloride,D00617,(JP17/USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Nifedipine,,Nifedipine,D00437,(JP17/USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Nimodipine,,Nimodipine,D00438,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Nisoldipine,,Nisoldipine,D00618,(JAN/USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Diltiazem,DG00331,Diltiazem,D07845,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Diltiazem,DG00331,Diltiazem hydrochloride,D00616,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,Diltiazem,DG00331,Diltiazem malate,D03830,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Verapamil,DG00329,Verapamil,D02356,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,Verapamil,DG00329,Verapamil hydrochloride,D00619,(JP17/USP)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",Acetazolamide,DG01134,Acetazolamide,D00218,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",Acetazolamide,DG01134,Acetazolamide sodium,D01196,(JAN)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",Methazolamide,,Methazolamide,D00655,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",Bumetanide,,Bumetanide,D00247,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",Ethacrynate/Ethacrynic Acid,DG00274,Ethacrynic acid,D00313,(USP)
Cardiovascular Agents,"Diuretics, Loop",Ethacrynate/Ethacrynic Acid,DG00274,Ethacrynate sodium,D04079,(USP)
Cardiovascular Agents,"Diuretics, Loop",Furosemide,DG00272,Furosemide,D00331,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",Furosemide,DG00272,Sodium furosemide,D07999,
Cardiovascular Agents,"Diuretics, Loop",Furosemide,DG00272,Furosemide diolamine,D08001,
Cardiovascular Agents,"Diuretics, Loop",Torsemide,DG00273,Torsemide,D00382,(USP)
Cardiovascular Agents,"Diuretics, Potassium-sparing",Amiloride,DG00275,Amiloride,D07447,(INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",Amiloride,DG00275,Amiloride hydrochloride,D00649,(USP)
Cardiovascular Agents,"Diuretics, Potassium-sparing",Eplerenone,,Eplerenone,D01115,(JP17/USAN/INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",Spironolactone,,Spironolactone,D00443,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",Triamterene,,Triamterene,D00386,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",Bendroflumethiazide,,Bendroflumethiazide,D00650,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",Chlorothiazide,DG00268,Chlorothiazide,D00519,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",Chlorothiazide,DG00268,Chlorothiazide sodium,D03471,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",Chlorthalidone,,Chlorthalidone,D00272,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",Hydrochlorothiazide,,Hydrochlorothiazide,D00340,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",Indapamide,DG00269,Indapamide,D00345,(JP17/USP)
Cardiovascular Agents,"Diuretics, Thiazide",Indapamide,DG00269,Indapamide hydrate,D06401,
Cardiovascular Agents,"Diuretics, Thiazide",Methyclothiazide,,Methyclothiazide,D00656,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",Metolazone,,Metolazone,D00431,(JAN/USP/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Choline fenofibrate,,Choline fenofibrate,D08890,(USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Fenofibrate/Fenofibric Acid,DG01548,Fenofibrate,D00565,(JAN/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Gemfibrozil,,Gemfibrozil,D00334,(JAN/USP/INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Atorvastatin,DG00355,Atorvastatin,D07474,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Atorvastatin,DG00355,Atorvastatin calcium anhydorous,D00887,
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Atorvastatin,DG00355,Atorvastatin calcium,D02258,(USP)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Fluvastatin,DG00354,Fluvastatin,D07983,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Fluvastatin,DG00354,Fluvastatin sodium,D00892,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Lovastatin,,Lovastatin,D00359,(USP/INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pitavastatin,DG01838,Pitavastatin calcium,D01862,(JAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pitavastatin,DG01838,Pitavastatin calcium hydrate,D10568,(JP17)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pravastatin,DG00353,Pravastatin,D08410,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pravastatin,DG00353,Pravastatin sodium,D00893,(JP17/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Rosuvastatin,DG00357,Rosuvastatin,D08492,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Rosuvastatin,DG00357,Rosuvastatin calcium,D01915,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Simvastatin,,Simvastatin,D00434,(JP17/USP/INN)
Cardiovascular Agents,"Dyslipidemics, Other",Cholestyramine,,Cholestyramine resin,D02690,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",Colesevelam,DG00361,Colesevelam,D07743,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",Colesevelam,DG00361,Colesevelam hydrochloride,D03582,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",Colestipol,DG00359,Colestipol,D07771,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",Colestipol,DG00359,Colestipol hydrochloride,D02113,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",Ezetimibe,,Ezetimibe,D01966,(JAN/USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Other",Icosapent ethyl,,Icosapent ethyl,D01892,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",Lomitapide,DG00362,Lomitapide,D09637,(USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Other",Lomitapide,DG00362,Lomitapide mesylate,D09638,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",Mipomersen,,Mipomersen sodium,D08946,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",Niacin,DG00282,Niacin,D00049,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",Omega-3-acid ethyl esters,,Omega-3-acid ethyl esters,D05255,(USAN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",Hydralazine,DG00261,Hydralazine,D08044,(INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",Hydralazine,DG00261,Hydralazine hydrochloride,D01302,(JP17/USP)
